Time,Delay_times_in_video_service,object_cell:RRC_establish,object_cell:E-RAB_establish,object_cell:Intra_frequency_handover,object_cell:Inter_frequency_handover,object_cell:Intra_eNB_handover,object_cell:Inter_eNB_handover,object_cell:Uplink_PRB,object_cell:Downlink_PRB,object_cell:PUSCH,object_cell:PDSCH,object_cell:Average_user,object_cell:Uplink_traffic,object_cell:Downlink_traffic,adjacent_cell_1:RRC_establish,adjacent_cell_1:E-RAB_establish,adjacent_cell_1:Intra_frequency_handover,adjacent_cell_1:Inter_frequency_handover,adjacent_cell_1:Intra_eNB_handover,adjacent_cell_1:Inter_eNB_handover,adjacent_cell_1:Uplink_PRB,adjacent_cell_1:Downlink_PRB,adjacent_cell_1:PUSCH,adjacent_cell_1:PDSCH,adjacent_cell_1:Average_user,adjacent_cell_1:Uplink_traffic,adjacent_cell_1:Downlink_traffic,adjacent_cell_2:RRC_establish,adjacent_cell_2:E-RAB_establish,adjacent_cell_2:Intra_frequency_handover,adjacent_cell_2:Inter_frequency_handover,adjacent_cell_2:Intra_eNB_handover,adjacent_cell_2:Inter_eNB_handover,adjacent_cell_2:Uplink_PRB,adjacent_cell_2:Downlink_PRB,adjacent_cell_2:PUSCH,adjacent_cell_2:PDSCH,adjacent_cell_2:Average_user,adjacent_cell_2:Uplink_traffic,adjacent_cell_2:Downlink_traffic,different_freq:RRC_establish,different_freq:E-RAB_establish,different_freq:Intra_frequency_handover,different_freq:Inter_frequency_handover,different_freq:Intra_eNB_handover,different_freq:Inter_eNB_handover,different_freq:Uplink_PRB,different_freq:Downlink_PRB,different_freq:PUSCH,different_freq:PDSCH,different_freq:Average_user,different_freq:Uplink_traffic,different_freq:Downlink_traffic
2023-01-01 00:00:00,0.18276938648179042,0.7782183012645209,0.1858896711549819,0.9076053980784586,0.7876126795797532,0.8135151831052593,0.8275825910744831,0.8923948011019145,0.3223477224691832,0.4410269941463414,0.9986134970020262,0.4666112197907323,0.17053052426129567,0.5777175175998632,0.006216466744517701,0.6014005270219768,0.43414494838030326,0.6456614371196623,0.16847526194706397,0.6786456275072053,0.6261485245782039,0.4834282873611777,0.502820419674793,0.027747648093658928,0.8945945768226214,0.7605334068270311,0.013582773265218284,0.93696980036525,0.2082014335867195,0.7099060140821818,0.29823001916249114,0.8733050865801082,0.44944670359168826,0.9608385676369425,0.9061276906268992,0.06216791880049821,0.9193317100990097,0.16705249733664262,0.9849700006807176,0.8882306805425246,0.747932887052287,0.8988859354491265,0.56570873622641,0.8809356306944237,0.3820210655446593,0.4298793300884408,0.8913829124572592,0.25639556233950056,0.9196488786546968,0.23625861932598569,0.47022696894224913,0.5039359294101315,0.96287288175298
2023-01-01 01:00:00,0.009875856907710423,0.27362810758796974,0.09028419140518296,0.7198293688300942,0.3073236840781286,0.666593984854009,0.35466728140872106,0.5084055503801037,0.500254469700092,0.0481850255046995,0.6724372778725625,0.40244918888011305,0.46417420573272317,0.2007648972484095,0.5852691273755849,0.759879015581648,0.29750823728002784,0.32400802151602737,0.6037777879349433,0.4168501654648511,0.585141941036049,0.09282038186740305,0.3261343074710543,0.5494168689620967,0.04137816474881195,0.2775611280378013,0.5958881506411705,0.8233239397460081,0.7786904715115023,0.08218488343419328,0.8181038229524027,0.10336721732918053,0.1246851402059318,0.5463626926152043,0.33729434527661506,0.003617765161322395,0.575661436570954,0.0749684451324526,0.33496020128265136,0.9645381216038423,0.3545348296424482,0.41342586729958697,0.010928659143182196,0.2121526659609856,0.7144569866346632,0.3482234739765201,0.2483654381548437,0.5521595776778913,0.5474310256106525,0.4857064083008704,0.6535521725112498,0.2476672022926113,0.023005687188446977
2023-01-01 02:00:00,0.37435890129426963,0.36981881627270985,0.3098430883411736,0.216543997743326,0.6049146241415239,0.3147490997551424,0.02531206544046194,0.4115261979862449,0.4980696245059748,0.9862123093202829,0.09593741874400896,0.25624055534337253,0.06987196027272002,0.03273393141922609,0.6301206570129675,0.08651795155459274,0.4167966120805111,0.7583453967352235,0.2705509737378483,0.5208659400388219,0.6564861467308684,0.43019539878759006,0.4656596351343365,0.6380589175685273,0.04360299724730865,0.14427691343235705,0.9937775650443641,0.8822939887839749,0.6770240871106977,0.9582597623004239,0.9720760039699762,0.9873896404746375,0.5669055682885661,0.5676034288209777,0.7388957368597555,0.23395246386570845,0.6359297390527537,0.12985026498598617,0.6031142104902927,0.7155691363049471,0.5603066180042731,0.6190941731271766,0.8958284321150722,0.2959370065411243,0.12183117381286146,0.06310417104812904,0.08673800967704315,0.9410843099750832,0.12433680984458073,0.4719592223068929,0.9924729308581295,0.07230195661051042,0.16905288837037558
2023-01-01 03:00:00,0.03078218003244937,0.3111137647926634,0.730949845206333,0.03181964291665096,0.26682430002612834,0.8993932932328657,0.5700697376262003,0.5273303417393712,0.11542177836091272,0.9597685369578454,0.4312458311403071,0.8787543373745244,0.16145286426564343,0.05761146322376176,0.49797925299212475,0.419785055070248,0.32087024358492056,0.03827830127770793,0.6636643657054756,0.3428396455175118,0.30062935015662584,0.08530818864858336,0.9017697183364979,0.0493577474209792,0.19458479923409155,0.5091303160075226,0.35163782867189675,0.9849694267684114,0.46878325328517567,0.3084218270534581,0.901091475352905,0.7809109098046572,0.39561666878878365,0.8498392013271783,0.5947632436715464,0.5599663546082448,0.6723083960435625,0.5662041160051178,0.43344910460637687,0.5611288492463252,0.7387997022599934,0.6655488292740922,0.44437885739824134,0.45875637279400194,0.7208982606032239,0.6248159315812356,0.8470020002239496,0.3061989700232627,0.16306026342119906,0.935925763435078,0.40422921481157226,0.8181004876856373,0.26259119137180587
2023-01-01 04:00:00,0.8966194393028308,0.8054079343339247,0.0018971743642636207,0.3960804082646553,0.1992943800980297,0.4229390149643317,0.665648535329205,0.46972826762599196,0.5266374521197982,0.4452969189884354,0.822781447643993,0.5779453613251306,0.15140991283876104,0.34077355463798065,0.7709911423294733,0.48515378699323575,0.45642292402523155,0.9131465479848886,0.014740262521196534,0.9601235124418415,0.34566218148309014,0.6025484478678004,0.4516545120687012,0.5219665663397417,0.7405785808014913,0.421641814977027,0.6552502991755454,0.2029770678926126,0.3244400848513722,0.39114996696666016,0.43735102420555827,0.9966494639402071,0.7590704887706341,0.9270065648190715,0.4571943722594345,0.8981847218156482,0.5718910890030559,0.6232186101182025,0.0857973674267355,0.557645334311264,0.469038767061119,0.6252382974358215,0.7775107263161762,0.5223117184347246,0.964595137182163,0.6784865879131264,0.4103867411538993,0.02668544868092093,0.29415651747684346,0.8427832824812045,0.2956279988007464,0.40324170314850105,0.6440970269764286
2023-01-01 05:00:00,0.6172245541455981,0.3168563483849427,0.5877310189736721,0.21332383460167192,0.037402644720803346,0.7770230125937527,0.3562413934470432,0.3417962219246522,0.16553964694725976,0.32554878704688595,0.6258949244895047,0.42435711868806414,0.9929689962854327,0.04313765903758082,0.5520207354590203,0.7006462808476919,0.6003151550235513,0.7420767407407807,0.6034014759020216,0.15082681877864157,0.8761310603501674,0.9568845666768117,0.7458842878869992,0.04715193997785072,0.48833100501537596,0.6994485267517454,0.4205679314944787,0.6845000934879308,0.34803461074021924,0.3551837680420681,0.13574231016598504,0.40253698198890375,0.4720039494454564,0.6160944419910576,0.7440989860554864,0.24325544181730097,0.5531001124053324,0.1960092120656125,0.40350247777126247,0.5060351027912591,0.2439144216415493,0.11561105269302663,0.24296936578150463,0.9767711238619531,0.6663084127536871,0.5924659054979595,0.8097451022064626,0.9164133034469802,0.7008919244596753,0.6308858539194063,0.8659450142746402,0.36321494033300095,0.2744864119685183
2023-01-01 06:00:00,0.8951005004764883,0.2791193196512334,0.05006619354281494,0.5412623285863086,0.3800087525572413,0.870117262989525,0.4343568442738237,0.6333819014549138,0.24595717458494326,0.23362516207288653,0.5332142709791258,0.9351135401075761,0.07563548017510402,0.4499576586684929,0.4302120253138183,0.40053388508194043,0.11872113768955017,0.6583714581453969,0.9202611769710525,0.3890457007101067,0.8550869453878733,0.7557549494173399,0.7826093761603291,0.9068554934488665,0.5955957344072162,0.10450592561672889,0.36159891496053154,0.006708318593393936,0.3863739407601313,0.2935261097156783,0.19063676827621923,0.146737160058253,0.013861639392683811,0.006987677519005309,0.5653540588059871,0.9763664893935586,0.5626209151496129,0.27984345195798865,0.013055020653062188,0.36836056020997465,0.24691154846450003,0.9337006817472333,0.08572856962719533,0.2991215540957325,0.06934384171442065,0.6364803740505476,0.45982679053419784,0.20155035693403067,0.460677091083752,0.922057948113712,0.8381821095547524,0.5053115194804813,0.8100390103034879
2023-01-01 07:00:00,0.2411127271128385,0.2618822369253051,0.8882408958181225,0.6676070148845343,0.5190392434925082,0.09080674827351964,0.6670502641672502,0.3756709682863587,0.9470243370358143,0.868517626922148,0.09851970507899155,0.796737214001792,0.28252057632729155,0.6340830036980615,0.4680016755058751,0.83927302107443,0.8014384787391599,0.9607812875593315,0.6100169470687156,0.2366951197024394,0.573589650460425,0.7321336191489053,0.7693910965972647,0.8224427300614439,0.11387037481557782,0.844279344878723,0.124925093297378,0.4112037395248628,0.6837298565929598,0.28769842543359125,0.5633842248334808,0.23690244601652877,0.7223541564368517,0.27462107271194414,0.8159998482712045,0.1862390618236689,0.20630849216752922,0.23476592266378082,0.1777159380356539,0.10161776390129462,0.06506675725466693,0.43491542286582097,0.38005034653964764,0.9435232300218611,0.31492799127816407,0.4327416818949431,0.050891987162185126,0.3988441430189392,0.30343826876034796,0.3702911789733202,0.9705498120525198,0.8911098760259062,0.9846474008445228
2023-01-01 08:00:00,0.49603561019418907,0.9813049552225687,0.9016632909648654,0.14078910506576992,0.7319740571552739,0.7956153271278168,0.22174064348772515,0.6738914533821204,0.9919141718841586,0.04451753417746229,0.11849863405940986,0.374201789964579,0.11965112227707164,0.5611844063763162,0.26614882404933027,0.7391730798261904,0.3351597710100277,0.6612103119655757,0.3893794742604856,0.5980317774610333,0.6912477589258875,0.23277364396122446,0.24331632791593716,0.5625904689513598,0.33978089077905327,0.9675894287723539,0.30276414245768557,0.6358666242890718,0.0613545401345581,0.48879548329856815,0.26267372307356296,0.5418959240658198,0.771757287812025,0.5922791532586895,0.9814778371877398,0.41527499168352844,0.4373843811348336,0.71764508335609,0.7074471223851999,0.8639324486805892,0.86667709669101,0.4032565837643036,0.6403651614233569,0.8345815695516717,0.9671055122681539,0.3196758121072787,0.006046923777748292,0.1582626656843562,0.2406131831897419,0.4496461051536432,0.7242678618316228,0.0914559876516331,0.44942519102827716
2023-01-01 09:00:00,0.6582847694410482,0.879549304696639,0.8873886377752176,0.7440101776334594,0.1775492704129592,0.6151406695318732,0.9185190886322596,0.24722563294878885,0.22705133667499677,0.03980012102807284,0.7480320759402259,0.8983499437068017,0.3783565635666968,0.4165716362949532,0.020666590215936198,0.10809294449634654,0.7103062156500688,0.5740171646341684,0.6239754420576378,0.7544850019451061,0.8450558745510633,0.22141822359199936,0.0898600032554181,0.1323387238711612,0.35582266837215537,0.5026045882671653,0.49943055223340627,0.2759412312910141,0.9140007171696327,0.028313747278176926,0.7661705666797267,0.4433949318234752,0.7336690530432074,0.2643125981923081,0.9170405435432553,0.2556368014886319,0.8672545795708734,0.14941262655162013,0.9087703495133462,0.5725901702395884,0.8144870337717188,0.4131712135476082,0.6657504311894693,0.9793192073646327,0.7185188868010242,0.0929843173440047,0.7269608938378672,0.23358188907578925,0.8810941152509822,0.7936798484344421,0.6886305996725198,0.15746297933565645,0.044594799272039465
